UniqueID,Filename/FlightID,Year,Month,Day,Date,Critical Period,Day Type,Creel Subarea,GMA,PFMA,Pin ID,"Date Created
(Timestamp from Avenza Maps)",Latitude,Longitude,1. Rec Boat Fishing,2. Rec Boats Running,3. Commercial Vessel Fishing,4. Commercial Vessel Not Fishing,5. Small Commercial Vessel,6. Large Commercial Vessel,7.  Whale Watching Boat,8. Orcas,9. Whales,10. Sea State,Description,
2023_12455581_48549975,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23D,WCVI,23-6,Placemark 16,2023-06-14T12:31:32-07:00,48.960264,-125.094006,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12480513_48617958,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23D,WCVI,23-4,Placemark 17,2023-06-14T12:31:58-07:00,48.96132,-125.074395,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12496143_48692121,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23D,WCVI,23-6,Placemark 18,2023-06-14T12:32:23-07:00,48.955195,-125.070861,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12541199_48584510,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23C,WCVI,23-4,Placemark 19,2023-06-14T12:32:34-07:00,48.960375,-125.05843,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12566448_48608390,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23C,WCVI,23-3,Placemark 20,2023-06-14T12:32:55-07:00,48.977831,-124.989497,<Null>,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12582692_48691066,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 21,2023-06-14T12:34:21-07:00,48.978925,-124.910418,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12599468_48801030,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 22,2023-06-14T12:34:43-07:00,49.003765,-124.872142,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12570110_48759301,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 23,2023-06-14T12:35:28-07:00,49.023033,-124.861565,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12546256_48790339,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 24,2023-06-14T12:35:37-07:00,49.046939,-124.845495,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12555866_48921761,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 25,2023-06-14T12:35:49-07:00,49.065937,-124.843739,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12571139_49008323,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 26,2023-06-14T12:36:04-07:00,49.081172,-124.832504,20,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12587881_48936012,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23B,WCVI,23-2,Placemark 27,2023-06-14T12:36:23-07:00,49.094501,-124.825118,3,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12595859_49146263,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 28,2023-06-14T12:36:44-07:00,49.109621,-124.819124,5,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12598668_49132792,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 29,2023-06-14T12:37:14-07:00,49.141423,-124.801285,5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12600567_49142413,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 30,2023-06-14T12:37:30-07:00,49.15984,-124.802027,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12604519_49162697,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 31,2023-06-14T12:37:41-07:00,49.180862,-124.820262,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12611932_49136622,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 32,2023-06-14T12:37:52-07:00,49.209243,-124.818935,<Null>,<Null>,<Null>,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12606541_49217365,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23A,WCVI,23-1,Placemark 33,2023-06-14T12:38:18-07:00,49.227583,-124.82178,<Null>,1,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12607924_49228524,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23C,WCVI,23-3,Placemark 34,2023-06-14T12:39:03-07:00,48.949046,-124.997334,<Null>,<Null>,<Null>,5,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12632662_49253704,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23C,WCVI,23-4,Placemark 35,2023-06-14T12:39:23-07:00,48.947085,-125.02333,<Null>,<Null>,<Null>,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12625797_49303179,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23C,WCVI,23-4,Placemark 36,2023-06-14T12:39:51-07:00,48.947349,-125.042921,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12624678_49350028,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23K,WCVI,23-4,Placemark 37,2023-06-14T13:15:18-07:00,48.86044,-125.122827,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12602832_49289738,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23J,WCVI,23-7,Placemark 38,2023-06-14T13:15:47-07:00,48.841117,-125.147559,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12604760_49230260,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23J,WCVI,23-7,Placemark 39,2023-06-14T13:16:41-07:00,48.8385,-125.176928,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12602435_49220675,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,23J,WCVI,23-7,Placemark 40,2023-06-14T13:16:49-07:00,48.803148,-125.198046,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12599142_49227278,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123R,WCVI,123-1,Placemark 41,2023-06-14T13:17:16-07:00,48.775561,-125.200285,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12593135_49246156,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,121B,WCVI,121-2,Placemark 42,2023-06-14T13:17:48-07:00,48.623508,-125.136916,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12590650_49232503,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,121A,WCVI,121-1,Placemark 43,2023-06-14T13:17:58-07:00,48.559854,-124.889994,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12593120_49194307,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 44,2023-06-14T13:18:13-07:00,48.497866,-124.606691,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12593086_49175262,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20B,WCVI,20-3,Placemark 45,2023-06-14T13:18:22-07:00,48.512793,-124.404995,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12592324_49157441,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20B,WCVI,20-3,Placemark 46,2023-06-14T13:18:55-07:00,48.516166,-124.444397,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12590430_49167082,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20E,WCVI,20-2,Placemark 47,2023-06-14T13:19:31-07:00,48.551794,-124.45203,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12753952_50573897,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 48,2023-06-14T13:19:49-07:00,48.530419,-124.490156,<Null>,1,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12755944_50549834,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 49,2023-06-14T13:20:16-07:00,48.549975,-124.555818,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12756888_50532640,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,21B,WCVI,121-1,Placemark 50,2023-06-14T13:20:52-07:00,48.617958,-124.805135,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12771684_50488009,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,21A,WCVI,21-0,Placemark 51,2023-06-14T13:21:05-07:00,48.692121,-124.961435,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12791211_50469361,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123S,WCVI,123-7,Placemark 52,2023-06-14T13:21:51-07:00,48.584511,-125.411997,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12794205_50464142,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123H,WCVI,123-8,Placemark 53,2023-06-14T13:22:01-07:00,48.60839,-125.664483,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12797104_50462318,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123N,WCVI,123-8,Placemark 54,2023-06-14T13:22:09-07:00,48.691067,-125.826922,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,<Null>,
2023_12795971_50425168,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124W,WCVI,124-1,Placemark 55,2023-06-14T13:22:17-07:00,48.80103,-125.994689,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,<Null>,
2023_12796850_50406641,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123N,WCVI,123-6,Placemark 56,2023-06-14T13:22:33-07:00,48.759301,-125.701102,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12802659_50442348,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123H,WCVI,123-4,Placemark 57,2023-06-14T13:22:54-07:00,48.79034,-125.462569,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12804355_50440720,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,123P,WCVI,123-5,Placemark 58,2023-06-14T13:24:11-07:00,48.921762,-125.558666,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12816793_50476381,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124V,WCVI,124-3,Placemark 59,2023-06-14T13:25:50-07:00,49.008323,-125.711392,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12820988_50448607,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124W,WCVI,124-1,Placemark 60,2023-06-14T13:26:01-07:00,48.936013,-125.878818,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12721186_49894044,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24J,WCVI,24-8,Placemark 61,2023-06-14T13:27:50-07:00,49.146263,-125.958592,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12724288_49905421,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124K,WCVI,124-3,Placemark 62,2023-06-14T13:28:08-07:00,49.132793,-125.986687,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12733469_49948766,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124K,WCVI,124-3,Placemark 63,2023-06-14T13:28:18-07:00,49.142414,-126.005671,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,Crew,
2023_12736846_49990887,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124M,WCVI,124-3,Placemark 64,2023-06-14T13:28:38-07:00,49.162697,-126.045191,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12741002_49991907,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124G,WCVI,124-3,Placemark 65,2023-06-14T13:28:53-07:00,49.136623,-126.119329,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12351166_48558462,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24L,WCVI,24-6,Placemark 66,2023-06-14T13:29:12-07:00,49.217365,-126.065418,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,
2023_12348831_48580836,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24L,WCVI,24-6,Placemark 67,2023-06-14T13:29:22-07:00,49.228524,-126.079245,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,
2023_12352499_48632728,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124H,WCVI,124-3,Placemark 68,2023-06-14T13:29:44-07:00,49.253705,-126.326625,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,
2023_12349129_48671133,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,124O,WCVI,124-3,Placemark 69,2023-06-14T13:29:53-07:00,49.303179,-126.257977,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12349106_48684141,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24N,WCVI,24-2,Placemark 70,2023-06-14T13:30:03-07:00,49.350028,-126.246784,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,2,Taxi,
2023_12464020_48562874,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24N,WCVI,24-4,Placemark 71,2023-06-14T13:31:22-07:00,49.289739,-126.028326,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12455446_48546060,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24L,WCVI,24-6,Placemark 72,2023-06-14T13:31:48-07:00,49.23026,-126.047603,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12452900_48541780,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24L,WCVI,24-6,Placemark 73,2023-06-14T13:31:55-07:00,49.220675,-126.024358,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12446053_48538410,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24E,WCVI,24-6,Placemark 74,2023-06-14T13:32:05-07:00,49.227279,-125.991424,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,1,Taxi,
2023_12444601_48556402,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24E,WCVI,24-7,Placemark 75,2023-06-14T13:32:35-07:00,49.246157,-125.931359,<Null>,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12429988_48477339,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24E,WCVI,24-7,Placemark 76,2023-06-14T13:32:54-07:00,49.232504,-125.906503,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,Crew boats,
2023_12396709_48359702,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24E,WCVI,24-6,Placemark 77,2023-06-14T13:33:22-07:00,49.194308,-125.931201,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,Taxi,
2023_12385322_48362334,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24J,WCVI,24-8,Placemark 78,2023-06-14T13:33:39-07:00,49.175262,-125.930862,<Null>,1,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,Crew,
2023_12378930_48358278,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24J,WCVI,24-8,Placemark 79,2023-06-14T13:34:02-07:00,49.157442,-125.923241,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,
2023_12380066_48348513,20230614_3250_SWVI_pins,2023,6,14,2023-06-14,June 1 to July 14,Weekday,24D,WCVI,24-9,Placemark 80,2023-06-14T13:34:14-07:00,49.167082,-125.904308,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,Crew,
2023_12369377_48329695,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27J,WCVI,27-10,Placemark 2,2023-06-14T09:07:45-07:00,50.573898,-127.539521,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12371398_48323008,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27I,WCVI,27-9,Placemark 3,2023-06-14T09:10:14-07:00,50.549835,-127.55944,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12367724_48320477,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27I,WCVI,27-9,Placemark 4,2023-06-14T09:11:00-07:00,50.53264,-127.568884,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12365340_48308177,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27G,WCVI,27-7,Placemark 5,2023-06-14T09:17:46-07:00,50.48801,-127.716844,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12362403_48319620,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27G,WCVI,27-7,Placemark 6,2023-06-14T09:22:10-07:00,50.469361,-127.912119,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12362988_48311338,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 7,2023-06-14T09:22:35-07:00,50.464143,-127.942052,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12361739_48332562,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 8,2023-06-14T09:23:30-07:00,50.462319,-127.971048,5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12357466_48303728,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 9,2023-06-14T09:24:14-07:00,50.425169,-127.959719,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12354689_48303249,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 10,2023-06-14T09:25:06-07:00,50.406641,-127.968507,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12353725_48330734,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 11,2023-06-14T09:30:00-07:00,50.442349,-128.026599,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12348410_48373915,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27B,WCVI,27-2,Placemark 12,2023-06-14T09:30:16-07:00,50.44072,-128.043559,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12346585_48354203,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,27L,WCVI,127-1,Placemark 13,2023-06-14T09:33:31-07:00,50.476382,-128.167935,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,
2023_12343448_48393404,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,127A,WCVI,127-1,Placemark 14,2023-06-14T09:42:16-07:00,50.448608,-128.209888,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12340790_48410519,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,26A,WCVI,26-1,Placemark 15,2023-06-14T10:16:20-07:00,49.894045,-127.211867,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12332359_48400999,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,26A,WCVI,26-1,Placemark 16,2023-06-14T10:17:21-07:00,49.905422,-127.242881,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12328566_48409901,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,26A,WCVI,26-1,Placemark 17,2023-06-14T10:19:54-07:00,49.948767,-127.334694,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12328968_48420649,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,26A,WCVI,26-1,Placemark 18,2023-06-14T10:20:43-07:00,49.990888,-127.368465,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12324040_48414214,20230614_3322_QUAT,2023,6,14,2023-06-14,June 1 to July 14,Weekday,26A,WCVI,26-1,Placemark 19,2023-06-14T10:22:38-07:00,49.991907,-127.410024,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,
2023_12321712_48415440,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,19A,SOG,19-10,Placemark 1,2023-06-15T11:11:16-07:00,48.558462,-123.511665,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12322397_48439248,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,19A,SOG,19-8,Placemark 2,2023-06-15T11:11:30-07:00,48.580837,-123.488319,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12325779_48426196,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,19A,SOG,19-8,Placemark 3,2023-06-15T11:11:43-07:00,48.632728,-123.524991,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12334471_48639311,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,19A,SOG,19-7,Placemark 4,2023-06-15T11:12:01-07:00,48.671133,-123.49129,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12326709_48610822,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,19A,SOG,19-7,Placemark 5,2023-06-15T11:12:11-07:00,48.684142,-123.491061,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12336680_48673469,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 6,2023-06-15T11:13:07-07:00,48.562875,-124.640203,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12333830_48695923,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 7,2023-06-15T11:13:19-07:00,48.54606,-124.554469,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
2023_12324802_48865112,20230615_3304_SOGS,2023,6,15,2023-06-15,June 1 to July 14,Weekday,20A,WCVI,20-1,Placemark 8,2023-06-15T11:13:33-07:00,48.541781,-124.529009,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,
