UniqueID,Filename/FlightID,Year,Month,Day,Date,Critical Period,Day Type,Creel Subarea,GMA,PFMA,Pin ID,"Date Created
(Timestamp from Avenza Maps)",Latitude,Longitude,1. Rec Boat Fishing,2. Rec Boats Running,3. Commercial Vessel Fishing,4. Commercial Vessel Not Fishing,5. Small Commercial Vessel,6. Large Commercial Vessel,7.  Whale Watching Boat,8. Orcas,9. Whales,10. Sea State,Description,Notes,COUNT (1/2)
2021_12456416_49852379,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 76,2021-06-19T11:54:22-07:00,49.852379,-124.564169,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12458971_49805694,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 77,2021-06-19T11:54:35-07:00,49.805694,-124.589712,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12455987_49833077,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 78,2021-06-19T11:54:45-07:00,49.833078,-124.55988,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,ferry,<Null>,1
2021_12455294_49850038,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 79,2021-06-19T11:55:11-07:00,49.850039,-124.552944,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,tug b,<Null>,1
2021_12453679_49805526,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 80,2021-06-19T11:55:23-07:00,49.805526,-124.536793,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,tug b,<Null>,1
2021_12457824_49796309,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 81,2021-06-19T11:55:42-07:00,49.796309,-124.578243,<Null>,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12444377_49748292,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 82,2021-06-19T11:58:55-07:00,49.748292,-124.443774,<Null>,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12439153_49740673,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 83,2021-06-19T12:00:01-07:00,49.740673,-124.39153,<Null>,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12433170_49729217,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,15G,SOG,15-1,Placemark 84,2021-06-19T12:02:10-07:00,49.729218,-124.33171,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12420814_49688332,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-16,Placemark 85,2021-06-19T12:03:21-07:00,49.688332,-124.208144,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,prawn,<Null>,1
2021_12421169_49691984,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-18,Placemark 86,2021-06-19T12:03:31-07:00,49.691985,-124.211692,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,prawn,<Null>,1
2021_12425470_49762164,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-11,Placemark 87,2021-06-19T12:04:37-07:00,49.762164,-124.2547,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12421582_49775611,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-11,Placemark 88,2021-06-19T12:04:50-07:00,49.775612,-124.215827,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12419554_49762400,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-11,Placemark 89,2021-06-19T12:05:53-07:00,49.762401,-124.195548,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12520498_50001458,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,13M,SOG,13-3,Placemark 9,2021-06-19T10:12:29-07:00,50.001458,-125.204981,<Null>,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12411224_49787946,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16N,SOG,16-11,Placemark 90,2021-06-19T12:07:47-07:00,49.787947,-124.112247,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,fishing,<Null>,1
2021_12408178_49808679,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-12,Placemark 91,2021-06-19T12:09:13-07:00,49.80868,-124.08179,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12401114_49827182,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-12,Placemark 92,2021-06-19T12:09:59-07:00,49.827183,-124.01114,<Null>,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12400144_49784178,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-11,Placemark 94,2021-06-19T12:10:26-07:00,49.784179,-124.001448,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,ferry,<Null>,1
2021_12392666_49822618,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-13,Placemark 95,2021-06-19T12:10:45-07:00,49.822619,-123.926662,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12393948_49784525,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-13,Placemark 96,2021-06-19T12:11:07-07:00,49.784525,-123.939481,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12397300_49768679,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16J,SOG,16-11,Placemark 97,2021-06-19T12:11:26-07:00,49.76868,-123.973007,<Null>,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12392954_49758878,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16K,SOG,16-9,Placemark 98,2021-06-19T12:11:52-07:00,49.758879,-123.929543,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12387498_49726069,20210619_3246_sogn,2021,6,19,2021-06-19,June 1 to July 14,Weekend,16K,SOG,16-9,Placemark 99,2021-06-19T12:13:56-07:00,49.726069,-123.874981,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12625864_49648589,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25L,WCVI,25-2,Placemark 1,2021-06-19T07:12:36-07:00,49.648589,-126.258647,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12653604_49597789,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25PI,WCVI,25-6,Placemark 10,2021-06-19T07:38:50-07:00,49.59779,-126.53604,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12661681_49493992,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125A,WCVI,125-1,Placemark 11,2021-06-19T07:43:51-07:00,49.493992,-126.616813,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12664226_49577001,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25PO,WCVI,25-7,Placemark 12,2021-06-19T07:48:09-07:00,49.577002,-126.642268,21,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12668186_49573301,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125Q,WCVI,125-1,Placemark 13,2021-06-19T07:49:08-07:00,49.573302,-126.681866,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_1267047_49582729,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125Q,WCVI,125-1,Placemark 14,2021-06-19T07:49:45-07:00,49.582729,-126.7047,15,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12679434_49578765,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125A,WCVI,125-2,Placemark 15,2021-06-19T07:52:07-07:00,49.578766,-126.794347,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12698314_49733287,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125K,WCVI,125-3,Placemark 16,2021-06-19T08:00:14-07:00,49.733287,-126.98314,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12698113_49753552,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JO,WCVI,25-13,Placemark 17,2021-06-19T08:01:02-07:00,49.753553,-126.981136,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12699673_49821855,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JI,WCVI,25-13,Placemark 18,2021-06-19T08:04:56-07:00,49.821855,-126.996736,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12698745_49828641,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JI,WCVI,25-13,Placemark 19,2021-06-19T08:05:16-07:00,49.828642,-126.98746,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12643396_49644113,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25M,WCVI,25-3,Placemark 2,2021-06-19T07:16:55-07:00,49.644113,-126.433967,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12674752_49864423,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25E,WCVI,25-9,Placemark 20,2021-06-19T08:11:36-07:00,49.864424,-126.747524,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12679537_49889541,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25E,WCVI,25-9,Placemark 21,2021-06-19T08:15:35-07:00,49.889542,-126.795372,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12700094_49832083,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JI,WCVI,25-13,Placemark 22,2021-06-19T08:20:50-07:00,49.832083,-127.000948,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12704275_49815735,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JO,WCVI,25-13,Placemark 23,2021-06-19T08:21:56-07:00,49.815736,-127.042756,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12706825_49817297,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JO,WCVI,25-13,Placemark 24,2021-06-19T08:22:32-07:00,49.817297,-127.068251,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12710552_49834738,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25JO,WCVI,25-13,Placemark 25,2021-06-19T08:23:34-07:00,49.834738,-127.105529,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12712399_49820220,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,125G,WCVI,125-3,Placemark 27,2021-06-19T08:25:41-07:00,49.82022,-127.12399,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12650634_49688905,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25N,WCVI,25-4,Placemark 3,2021-06-19T07:18:56-07:00,49.688906,-126.506343,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12649739_49702144,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25N,WCVI,25-4,Placemark 4,2021-06-19T07:19:27-07:00,49.702144,-126.497395,<Null>,5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12645734_49784520,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25D,WCVI,25-5,Placemark 5,2021-06-19T07:25:17-07:00,49.78452,-126.457345,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12649961_49705757,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25N,WCVI,25-4,Placemark 6,2021-06-19T07:29:01-07:00,49.705758,-126.499612,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12654583_49689500,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25PI,WCVI,25-4,Placemark 7,2021-06-19T07:30:12-07:00,49.689501,-126.545838,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12656154_49663802,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25PI,WCVI,25-6,Placemark 8,2021-06-19T07:35:41-07:00,49.663802,-126.561542,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12655733_49657594,A25Flight19062021,2021,6,19,2021-06-19,June 1 to July 14,Weekend,25PI,WCVI,25-6,Placemark 9,2021-06-19T07:35:55-07:00,49.657595,-126.557339,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12537381_48569701,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,123U,WCVI,123-7,Humpback,2024-02-16T17:51:31-08:00,48.56970113,-125.3738103,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,Humpback,Corrected or new file provided by JM in Feb 2024,1
2021_12601772_48658975,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,123N,WCVI,123-8,Humpback,2024-02-16T17:52:22-08:00,48.65897547,-126.0177228,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,Humpback,Corrected or new file provided by JM in Feb 2024,1
2021_12493313_48508626,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,121A,WCVI,121-1,Humpback Whales,2024-02-16T17:43:36-08:00,48.50862636,-124.9331303,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,30,<Null>,Humpback,Corrected or new file provided by JM in Feb 2024,1
2021_12550970_48918811,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23O,WCVI,23-11,Placemark 1,2024-02-16T17:08:33-08:00,48.91881125,-125.5097008,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12547043_48902952,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23O,WCVI,23-11,Placemark 2,2024-02-16T17:09:11-08:00,48.90295282,-125.4704302,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12544157_48890102,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23O,WCVI,23-11,Placemark 3,2024-02-16T17:09:47-08:00,48.89010257,-125.4415755,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12533192_48975221,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23F,WCVI,23-9,Placemark 4,2024-02-16T17:10:25-08:00,48.97522149,-125.3319277,<Null>,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12523718_48935112,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23E,WCVI,23-8,Placemark 5,2024-02-16T17:11:26-08:00,48.93511204,-125.2371889,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12524866_48885977,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23M,WCVI,23-7,Placemark 6,2024-02-16T17:11:54-08:00,48.88597747,-125.2486638,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12527680_48861371,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23J,WCVI,23-7,Placemark 7,2024-02-16T17:12:25-08:00,48.86137169,-125.2768033,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12530876_48856163,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23Q,WCVI,23-8,Placemark 8,2024-02-16T17:12:44-08:00,48.85616357,-125.3087613,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12533400_48843936,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23Q,WCVI,23-8,Placemark 9,2024-02-16T17:13:03-08:00,48.84393665,-125.3340066,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12523101_48832181,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23J,WCVI,23-7,Placemark 10,2024-02-16T17:14:06-08:00,48.8321816,-125.231017,2,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12521117_48850186,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23J,WCVI,23-7,Placemark 11,2024-02-16T17:14:49-08:00,48.85018666,-125.2111741,21,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12517630_48862441,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23J,WCVI,23-7,Placemark 12,2024-02-16T17:15:28-08:00,48.86244196,-125.176306,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12517175_48875173,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23M,WCVI,23-6,Placemark 13,2024-02-16T17:15:41-08:00,48.87517308,-125.1717542,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12514673_48948454,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23D,WCVI,23-5,Placemark 14,2024-02-16T17:15:56-08:00,48.94845435,-125.1467324,6,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12515228_48983764,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23D,WCVI,23-6,Placemark 15,2024-02-16T17:16:16-08:00,48.98376402,-125.1522866,1,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12510565_48944201,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23D,WCVI,23-5,Placemark 16,2024-02-16T17:28:06-08:00,48.94420137,-125.1056542,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12508996_48962110,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23D,WCVI,23-6,Placemark 17,2024-02-16T17:28:21-08:00,48.9621103,-125.0899697,11,<Null>,<Null>,7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12505748_48960105,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-4,Placemark 18,2024-02-16T17:29:17-08:00,48.96010559,-125.0574827,10,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12501947_48952197,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-3,Placemark 19,2024-02-16T17:30:54-08:00,48.95219754,-125.0194761,1,2,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12499110_48979161,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-3,Placemark 20,2024-02-16T17:31:29-08:00,48.97916186,-124.9911069,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12496106_48978816,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-3,Placemark 21,2024-02-16T17:31:43-08:00,48.97881699,-124.9610669,1,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12482705_49234490,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 22,2024-02-16T17:33:15-08:00,49.23449034,-124.8270542,1,2,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12481847_49189066,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 23,2024-02-16T17:34:13-08:00,49.18906673,-124.8184717,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12480663_49162824,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 24,2024-02-16T17:34:30-08:00,49.16282413,-124.8066314,126,1,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12479813_49142327,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 25,2024-02-16T17:35:02-08:00,49.14232776,-124.7981309,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12481213_49120460,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 26,2024-02-16T17:35:16-08:00,49.12046033,-124.8121373,5,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12481892_49108908,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23A,WCVI,23-1,Placemark 27,2024-02-16T17:35:38-08:00,49.10890815,-124.8189246,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12482510_49093799,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23B,WCVI,23-2,Placemark 28,2024-02-16T17:35:55-08:00,49.09379962,-124.8251016,6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12484415_49071234,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23B,WCVI,23-2,Placemark 29,2024-02-16T17:36:18-08:00,49.07123465,-124.844154,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12485682_49039927,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23B,WCVI,23-2,Placemark 30,2024-02-16T17:36:31-08:00,49.03992702,-124.8568233,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12493306_48978685,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-3,Placemark 31,2024-02-16T17:37:03-08:00,48.97868567,-124.9330611,<Null>,<Null>,1,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
2021_12497107_48978310,Wcvi.19.06.21,2021,6,19,2021-06-19,June 1 to July 14,Weekend,23C,WCVI,23-3,Placemark 32,2024-02-16T17:37:34-08:00,48.97831039,-124.9710727,2,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,Corrected or new file provided by JM in Feb 2024,1
